name,price,speed,modules,color,cas_latency
G.Skill Ripjaws V 64 GB,154.99,"4,3200","2,32",Black,16
G.Skill Trident Z Royal 16 GB,79.98,"4,3200","2,8",Silver,16
Corsair Vengeance 32 GB,142.99,"5,7000","2,16",Black / Silver,40
TEAMGROUP T-Force Delta RGB 48 GB,156.99,"5,6400","2,24",White,32
G.Skill Trident Z5 RGB 48 GB,224.99,"5,8000","2,24",Black,38
Corsair Dominator Titanium 32 GB,188.99,"5,6400","2,16",White,32
G.Skill Aegis 32 GB,74.99,"4,2666","2,16",Black / Red,19
TEAMGROUP T-Force Vulcan 64 GB,169.99,"5,6000","2,32",Black,38
Patriot Viper Elite II 32 GB,84.99,"4,3200","2,16",Red / Black,18
ADATA XPG GAMMIX D20 16 GB,37.99,"4,3200","2,8",Black / Silver,16
Corsair Vengeance RGB 32 GB,158.99,"5,6600","2,16",Black,32
G.Skill Ripjaws S5 32 GB,87.99,"5,5600","2,16",Black,36
Kingston FURY Beast RGB 8 GB,38.99,"5,5200","1,8",Black,40
Patriot Venom RGB 64 GB,189.99,"5,6000","2,32",Black,30
Corsair Dominator Platinum RGB 64 GB,289.99,"5,6000","2,32",Black,30
Patriot Viper 3 16 GB,25.99,"3,1600","2,8",Black / Silver,9
Kingston KVR21R15D4K4/64 64 GB,108.57,"4,2133","4,16",Black / Green,15
Corsair Vengeance 96 GB,379.9,"5,6000","4,24",Black,30
Kingston FURY Beast RGB 32 GB,145.99,"5,6400","2,16",Black,32
TEAMGROUP T-Force Vulcan Z 8 GB,45.5,"4,3200","1,8",Black,16
OLOy WarHawk RGB 16 GB,43.99,"4,3200","2,8",Black / Gold,16
Corsair Dominator Titanium 64 GB,329.99,"5,6400","2,32",White,32
TEAMGROUP T-Create Expert 64 GB,258.1,"4,3200","2,32",Gray,16
Kingston FURY Beast RGB 32 GB,113.91,"5,5600","2,16",White,36
G.Skill Value 8 GB,25.84,"4,2400","2,4",Black,17
G.Skill Ripjaws S5 64 GB,149.99,"5,5600","2,32",White,36
Corsair Vengeance 96 GB,339.99,"5,6800","2,48",Black,40
Corsair Vengeance RGB 96 GB,378.99,"5,6800","2,48",Black / Silver,40
Patriot Viper Venom RGB 16 GB,47.99,"5,5600","1,16",Black / White,36
Corsair Vengeance 32 GB,109.99,"5,6000","2,16",White / Gray,36
Patriot Viper Venom RGB 32 GB,84.99,"5,5600","2,16",Black / White,36
Corsair Vengeance RGB 64 GB,169.99,"5,5200","2,32",White / Gray,40
G.Skill Ripjaws M5 RGB 32 GB,114.99,"5,6400","2,16",Black,32
Kingston Fury Renegade RGB 64 GB,277.98,"5,6400","2,32",Silver / Black,32
ADATA XPG GAMMIX D10 8 GB,49.15,"4,3200","1,8",Black,16
G.Skill Trident Z5 Neo 32 GB,109.99,"5,5600","2,16",Black,28
G.Skill Ripjaws V 128 GB,309.99,"4,3600","4,32",Black,18
OLOy MD4U1636181CHKDA 32 GB,75.99,"4,3600","2,16",Black,18
Corsair Vengeance LPX 16 GB,71.98,"4,3200","2,8",White,16
TEAMGROUP T-Force Delta RGB 32 GB,81.99,"5,5600","2,16",White,38
Timetec FBA_75TT160UL1R8-4G 16 GB,16.98,"3,1600","2,8",Black,11
TEAMGROUP T-Force Delta RGB 64 GB,179.99,"5,6000","2,32",White,38
Kingston FURY 128 GB,393,"5,5200","4,32",White,40
Kingston FURY Beast 32 GB,132.19,"4,3200","2,16",Black,16
Corsair Vengeance 48 GB,179.99,"5,6000","2,24",White / Gray,30
G.Skill Trident Z5 Neo RGB 48 GB,264.99,"5,6000","2,24",White / Black,26
G.Skill Ripjaws M5 RGB 32 GB,114.99,"5,6400","2,16",White,32
TEAMGROUP T-Create Expert 96 GB,345.99,"5,6800","2,48",White,36
Corsair Vengeance RGB 32 GB,99.99,"5,6400","2,16",Black / Gray,36
Crucial CT16G4DFD824A 16 GB,35,"4,2400","1,16",Green / Black,17
G.Skill Ripjaws S5 64 GB,159.99,"5,5200","2,32",Black,40
Kingston FURY 64 GB,242.99,"5,5600","4,16",White,40
TEAMGROUP Xtreem 32 GB,105.99,"5,6000","2,16",Black,30
G.Skill Ripjaws S5 48 GB,104.99,"5,5200","2,24",Black,40
G.Skill Trident Z5 32 GB,114.99,"5,6000","2,16",Black,30
TEAMGROUP T-Force Delta RGB Eco 32 GB,84.99,"5,6000","2,16",Silver,38
TEAMGROUP T-Force Delta RGB 32 GB,87.99,"5,5200","2,16",White,40
G.Skill Trident Z Neo 32 GB,95.99,"4,4000","2,16",Black / Silver,18
Kingston FURY Beast RGB 64 GB,269.99,"5,6400","2,32",Black,32
TEAMGROUP Elite Plus 16 GB,40.99,"5,5600","1,16",Black,40
G.Skill Trident Z Royal 128 GB,464.59,"4,4000","4,32",Silver,18
Corsair Vengeance 32 GB,139.09,"5,6400","2,16",White / Gray,32
ADATA XPG Lancer Blade 32 GB,162.93,"5,6000","2,16",White,30
Kingston FURY Beast RGB 64 GB,222.25,"5,6000","2,32",Black,36
Corsair Vengeance LPX 64 GB,144.99,"4,2666","4,16",Black / Yellow,16
PNY Performance 16 GB,31.99,"4,3200","1,16",Black,22
Corsair Vengeance 64 GB,275.99,"5,6200","4,16",Black / Gray,32
Samsung M386A4G40DM0-CPB 32 GB,49.99,"4,2133","1,32",Black / Green,15
Corsair Vengeance RGB Pro 8 GB,52.98,"4,3200","1,8",Black,16
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,"3,1333","2,4",Green,9
Corsair Vengeance 32 GB,124.49,"5,6000","2,16",Black,36
Corsair Vengeance RGB 32 GB,119.99,"5,6000","2,16",White / Silver,36
Corsair Vengeance RGB Pro 256 GB,660.29,"4,3200","8,32",Black,16
Patriot Viper Xtreme 5 RGB 48 GB,157.99,"5,7600","2,24",Black,36
Patriot Viper Xtreme 5 RGB 32 GB,127.99,"5,7600","2,16",Black,36
Corsair Dominator Platinum RGB 64 GB,319.99,"5,6400","2,32",Black,32
Corsair Vengeance 32 GB,108.99,"5,6200","2,16",Black,36
Corsair Vengeance 8 GB,60.98,"3,1600","2,4",Black / Silver,9
G.Skill TridentZ RGB 16 GB,189,"4,4000","2,8",Black,17
TEAMGROUP T-Force Xtreem 32 GB,154.99,"5,7600","2,16",Pink,36
PNY XLR8 Gaming EPIC-X RGB 16 GB,39.99,"4,3600","2,8",Black,18
TEAMGROUP T-Force Vulcanα 32 GB,82.49,"5,5600","2,16",Black / Silver,40
Kingston ValueRAM 16 GB,58.2,"4,3200","1,16",,22
Corsair Vengeance RGB 32 GB,117.99,"5,6200","2,16",Black,36
Kingston Fury Renegade RGB 96 GB,369.99,"5,6400","2,48",Silver / Black,32
Kingston KCP424SS6/4 4 GB,5,"4,2400","1,4",Green / Black,17
Corsair Vengeance RGB 64 GB,169,"5,5200","2,32",Black / Gray,40
ADATA XPG LANCER RGB 64 GB,296.27,"5,6400","2,32",Black,32
Corsair Vengeance LPX 16 GB,37.79,"4,2400","1,16",Black,14
Corsair Vengeance LPX 16 GB,72.98,"4,3200","1,16",Black / Yellow,16
G.Skill Trident Z5 32 GB,97.99,"5,6000","2,16",Black,36
G.Skill Ripjaws M5 RGB 32 GB,89.99,"5,5200","2,16",Black,40
Corsair Vengeance RGB 96 GB,294.99,"5,6000","4,24",Black,40
Kingston FURY Beast 16 GB,65,"5,4800","2,8",Black,38
Patriot Signature Premium 8 GB,19.98,"4,2400","1,8",Black,17
TEAMGROUP T-Force DELTAα RGB 32 GB,92.49,"5,6000","2,16",Black,38
G.Skill Trident Z Neo 32 GB,116.99,"4,3600","4,8",Silver / Black,18
Timetec PINNACLE Konduit 16 GB,30.99,"4,3600","1,16",White,18
G.Skill Trident Z Royal 128 GB,799,"4,3600","4,32",Gold,16
Kingston FURY Beast 32 GB,139.34,"5,6000","2,16",White,30
G.Skill Ripjaws M5 RGB 64 GB,154.99,"5,5200","2,32",White,40
TEAMGROUP T-Force Delta RGB 64 GB,179.99,"5,6000","2,32",Black,38
TEAMGROUP T-Force Delta RGB 32 GB,159.99,"5,8000","2,16",Black / Silver,38
G.Skill Trident Z RGB 16 GB,56.99,"4,3000","2,8",Black,16
Kingston Server Premier 32 GB,182.99,"5,5600","1,32",Green / Black,46
Kingston FURY Beast RGB 32 GB,149.77,"5,6000","2,16",Black,30
G.Skill Trident Z5 RGB 48 GB,229.03,"5,6000","2,24",Black,40
G.Skill Ripjaws M5 RGB 32 GB,99.99,"5,6000","2,16",White,36
Corsair Vengeance RGB 64 GB,189.99,"5,5600","2,32",Black / Gray,40
Corsair Vengeance 64 GB,149.99,"5,5200","2,32",Gray,40
Corsair Vengeance LPX 32 GB,124.99,"4,2400","2,16",Black / Yellow,14
Timetec PINNACLE Konduit RGB 16 GB,39.99,"4,3600","2,8",White,18
Samsung M393A8G40MB2-CVF 64 GB,149.99,"4,2933","1,64",Green / Black,21
G.Skill Trident Z5 Neo RGB 48 GB,284.45,"5,6000","2,24",Black,40
G.Skill Trident Z RGB 16 GB,58.99,"4,4000","2,8",Black,18
Thermaltake TOUGHRAM XG RGB D5 32 GB,154.98,"5,6000","2,16",White / Silver,36
Corsair Vengeance RGB 96 GB,397.99,"5,6400","4,24",Black / Gray,32
PNY Performance 8 GB,16.32,"4,3200","1,8",Black,22
G.Skill Trident Z5 RGB 32 GB,92.99,"5,5600","2,16",Black,36
TEAMGROUP T-Force Delta RGB 32 GB,137.99,"5,7600","2,16",Black / Silver,36
G.Skill Trident Z5 Royal 32 GB,159.99,"5,7600","2,16",Silver,36
G.Skill Value 4 GB,14.72,"3,1600","1,4",Green,11
G.Skill Trident Z5 Neo RGB 32 GB,138.99,"5,6400","2,16",,32
TEAMGROUP Xtreem 32 GB,121.99,"5,7200","2,16",Black,34
G.Skill Ripjaws V 32 GB,69.98,"4,3200","1,32",Black,16
Klevv CRAS X RGB 16 GB,51.99,"4,3600","2,8",Black,18
TEAMGROUP T-Force Delta RGB 16 GB,43.99,"4,3200","2,8",Black,16
Patriot Viper Elite 5 RGB 48 GB,139.99,"5,6000","2,24",White,42
Corsair Dominator Platinum RGB 32 GB,186.42,"4,3600","4,8",White,18
TEAMGROUP T-Force Vulcan 16 GB,85.59,"5,5200","1,16",Red,40
Samsung M393A4K40CB1-CRC 32 GB,59.98,"4,2400","1,32",Green / Black,17
G.Skill Trident Z5 Royal 32 GB,184.99,"5,7200","2,16",Gold,34
G.Skill Flare X5 48 GB,132.99,"5,6000","2,24",Black,40
Kingston FURY Beast 32 GB,123.87,"5,6000","1,32",Black,30
Silicon Power XPOWER Storm RGB 64 GB,159.99,"5,6000","2,32",Gray,38
Crucial Ballistix Elite 16 GB,159.96,"4,2666","2,8",Black,16
Corsair Dominator Titanium 32 GB,188.99,"5,6400","2,16",Black,32
Kingston FURY Beast 64 GB,174.99,"5,5200","2,32",Black,40
Corsair Dominator Platinum RGB 32 GB,210.99,"5,7600","2,16",Black,36
Kingston FURY Beast 8 GB,34.9,"5,5200","1,8",Black,40
G.Skill Trident Z5 RGB 64 GB,219.99,"5,6000","2,32",White / Black,30
G.Skill Ripjaws S5 32 GB,109.99,"5,6000","2,16",White,30
Kingston FURY Beast 64 GB,240.93,"5,6000","2,32",Black,30
Corsair Vengeance RGB Pro 32 GB,134.99,"4,3600","4,8",Black,18
TEAMGROUP T-Force Delta RGB 48 GB,249.99,"5,8200","2,24",Black,38
Corsair Vengeance 32 GB,98.99,"5,5600","1,32",Black / Gray,40
Kingston FURY Renegade 96 GB,398.49,"5,6400","2,48",Silver / Black,32
Crucial CT8G4DFS8213 8 GB,19,"4,2133","1,8",Black / Green,15
Kingston FURY Beast RGB 32 GB,139.56,"5,6000","2,16",White,36
Patriot Viper Steel RGB 64 GB,172.99,"4,3600","2,32",Black,20
TEAMGROUP T-Force Delta RGB 48 GB,179.99,"5,7200","2,24",Black,34
Kingston FURY Beast 64 GB,280,"4,3600","2,32",Black / Silver,18
Kingston FURY Beast 16 GB,55.8,"5,5600","1,16",Black,36
Samsung M471B5273DH0-CK0 4 GB,10.25,"3,1600","1,4",Green,11
Corsair Vengeance RGB 48 GB,201.99,"5,6000","2,24",Black / Silver,30
Crucial CT2K16G4RFD4213 32 GB,56.25,"4,2133","2,16",Green,15
Corsair Vengeance LPX 8 GB,34.93,"4,2666","2,4",Black / Yellow,16
Kingston FURY 128 GB,274.99,"5,5200","4,32",White,40
TEAMGROUP T-Force Delta RGB 48 GB,214.99,"5,8000","2,24",White,38
TEAMGROUP T-Force Vulcan 32 GB,87.99,"5,5600","2,16",Black,36
Corsair Dominator Titanium 48 GB,239.99,"5,7000","2,24",White,36
Corsair Vengeance 32 GB,110.73,"5,6000","2,16",Black,40
Patriot Viper Elite 5 RGB 32 GB,107.99,"5,7000","2,16",White,38
G.Skill Ripjaws M5 RGB 32 GB,89.99,"5,5200","2,16",White,40
Kingston FURY Beast RGB 64 GB,179.99,"5,5600","2,32",Black,36
ADATA Premier 16 GB,57.45,"5,4800","1,16",Black,40
ADATA XPG SPECTRIX D35G RGB 16 GB,97.01,"4,3200","1,16",Black,16
Kingston Server Premier 32 GB,299,"4,2933","1,32",,21
Timetec PINNACLE Konduit RGB 16 GB,36.99,"4,3200","2,8",White,16
Crucial CT2K32G56C46S5 64 GB,246.33,"5,5600","2,32",Black,46
G.Skill Ripjaws S5 32 GB,104.99,"5,6000","2,16",Black,32
Corsair Dominator Platinum RGB 32 GB,140.99,"5,5200","2,16",Black / Silver,40
G.Skill Aegis 16 GB,34.72,"4,2400","2,8",Black / Red,17
G.Skill Flare X5 32 GB,133.8,"5,5600","2,16",Black,30
TEAMGROUP T-Force Vulcan 64 GB,165.99,"5,6000","2,32",Red,38
Corsair Vengeance 48 GB,133.99,"5,5200","2,24",Black,38
Corsair Vengeance RGB 48 GB,194.99,"5,7200","2,24",Black,36
Corsair Vengeance RGB 96 GB,400.69,"5,6000","4,24",Black,30
Crucial CT102464BD160B 8 GB,16.98,"3,1600","1,8",Black / Green,11
Crucial CT8G4DFD8213 8 GB,24.99,"4,2133","1,8",Black / Green,15
Crucial CT2K48G56C46S5 96 GB,194.89,"5,5600","2,48",Black,46
TEAMGROUP Xtreem 48 GB,217.99,"5,8000","2,24",Black,38
Kingston FURY Beast RGB 16 GB,86.04,"5,6000","2,8",Black,30
ADATA XPG SPECTRIX D35G RGB 32 GB,131.58,"4,3600","2,16",Black,18
Corsair Vengeance 32 GB,142.99,"5,6600","2,16",Black,32
ADATA XPG Lancer Blade RGB 64 GB,327.47,"5,6000","2,32",Black,30
G.Skill Trident Z5 Royal Neo RGB 32 GB,199.99,"5,8000","2,16",Gold,38
Klevv CRAS X RGB 32 GB,87.99,"4,3600","2,16",Black,18
Corsair Vengeance 64 GB,197.99,"5,5600","2,32",Black / Gray,40
Patriot Viper Steel 16 GB,35.99,"4,3600","1,16",Gray,18
ADATA XPG Lancer Blade 64 GB,339.75,"5,6000","2,32",Black,30
Corsair Vengeance 64 GB,160.99,"5,4400","2,32",Black / Gray,36
Patriot Viper Venom 32 GB,72.98,"5,5200","1,32",Black / White,36
Corsair Dominator Platinum RGB 64 GB,199.99,"5,5200","2,32",Black,40
Corsair Vengeance RGB 64 GB,272,"5,6200","4,16",Black / Gray,32
G.Skill Trident Z5 RGB 32 GB,136.99,"5,6800","2,16",Black / Silver,34
TEAMGROUP Elite 16 GB,40.99,"5,4800","1,16",Black,40
G.Skill Trident Z5 64 GB,204.99,"5,6000","2,32",Black,32
TEAMGROUP T-Create Classic 32 GB,87.99,"5,6000","2,16",Black,48
Kingston FURY Beast RGB 32 GB,118.99,"5,5600","2,16",Black,40
G.Skill Ripjaws S5 64 GB,179.99,"5,5600","2,32",Black,30
G.Skill Trident Z5 Neo RGB 32 GB,125,"5,6400","2,16",,32
G.Skill Trident Z5 RGB 48 GB,109.99,"5,5600","2,24",Black,40
Corsair Vengeance RGB Pro 16 GB,87.99,"4,3600","1,16",Black,18
TEAMGROUP T-Create Classic 64 GB,159.99,"5,6000","2,32",Black,48
Klevv BOLT V 32 GB,102.99,"5,6800","2,16",Black,34
Corsair Vengeance LPX 32 GB,82.56,"4,3000","1,32",Black / Yellow,16
Patriot Signature Line 8 GB,23.99,"4,3200","1,8",,22
Kingston FURY Renegade 48 GB,173.99,"5,6000","1,48",Silver / Black,32
TEAMGROUP T-Force Delta RGB 48 GB,249.99,"5,8200","2,24",White,38
Patriot Viper Steel RGB 16 GB,52.99,"4,3600","2,8",Black,20
Corsair Vengeance 16 GB,149.06,"3,1600","4,4",Black / Yellow,9
V-Color TRA564G60D434Q 256 GB,1839.99,"5,6000","4,64",White,34
Corsair Vengeance RGB Pro SL 16 GB,59.99,"4,3200","2,8",Black,16
Corsair Vengeance RGB 32 GB,134.99,"5,6800","2,16",Black,40
Kingston FURY Renegade 32 GB,144.99,"5,6400","2,16",Silver / Black,32
Kingston FURY Beast RGB 64 GB,199.99,"5,5600","2,32",Black,40
Kingston FURY Renegade 32 GB,174.64,"5,6400","2,16",White / Silver,32
Crucial Pro Overclocking 16 GB,56.99,"5,6000","1,16",White,36
TEAMGROUP Elite 8 GB,17.98,"4,2666","1,8",Black,19
G.Skill Trident Z Neo 256 GB,629.99,"4,3600","8,32",Silver / Black,18
G.Skill Ripjaws M5 Neo RGB 32 GB,91.99,"5,6000","2,16",White,36
G.Skill Flare X5 96 GB,239.99,"5,5600","2,48",Black,40
Corsair Dominator Titanium First Edition 64 GB,328.99,"5,6600","2,32",White,32
G.Skill Trident Z5 RGB 64 GB,239.99,"5,6400","2,32",Silver / Black,32
Corsair Vengeance RGB 32 GB,137.99,"5,6000","2,16",Black / Silver,36
Corsair Vengeance RGB Pro 128 GB,381.81,"4,3200","4,32",Black,16
Corsair Dominator Platinum RGB 32 GB,199.99,"5,7200","2,16",Black,34
G.Skill Flare X5 48 GB,104.99,"5,5200","2,24",Black,40
Kingston ValueRAM 8 GB,24.13,"4,3200","1,8",,22
G.Skill Ripjaws S5 64 GB,142.99,"5,5200","2,32",Black,36
G.Skill Trident Z5 64 GB,260.98,"5,6000","2,32",Black,30
G.Skill Trident Z5 RGB 32 GB,97.99,"5,6000","2,16",Silver / Black,36
Kingston FURY Beast RGB 64 GB,177.98,"4,3600","2,32",Black,18
G.Skill Ripjaws M5 RGB 64 GB,229.99,"5,6400","2,32",Black,32
Corsair Vengeance 32 GB,109.99,"5,5600","2,16",Gray,36
Patriot Viper Elite II 16 GB,43.99,"4,3200","2,8",Red / Black,18
G.Skill Trident Z5 RGB 32 GB,210.15,"5,6000","2,16",White / Black,30
G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,"5,6400","2,16",Gold,30
Corsair Vengeance RGB Pro 32 GB,228,"4,3200","2,16",White,16
Kingston FURY Beast 32 GB,97.94,"5,5200","1,32",Black,40
Patriot Viper Steel 8 GB,30.98,"4,3200","2,4",Silver / Black,16
Corsair Vengeance RGB 32 GB,121.99,"5,6000","2,16",Black,40
Corsair Vengeance RGB 32 GB,110.51,"5,5600","2,16",White / Gray,40
G.Skill Trident Z5 RGB 32 GB,120.98,"5,6400","2,16",Silver / Black,32
G.Skill Trident Z 32 GB,173.25,"4,3200","2,16",Black / White,16
Corsair Vengeance 48 GB,140.99,"5,5600","2,24",Black,40
G.Skill Flare X5 32 GB,84.99,"5,5200","2,16",Black / White,36
Kingston FURY Renegade 32 GB,236.33,"5,8000","2,16",Silver / Black,38
Kingston FURY Beast 16 GB,74.53,"4,3200","1,16",Black,16
Corsair Vengeance RGB Pro SL 32 GB,140.99,"4,3600","4,8",White,18
TEAMGROUP T-Force Vulcanα 32 GB,157.43,"5,6000","2,16",Black / Silver,38
Corsair Vengeance 64 GB,195.99,"5,6000","2,32",Gray,40
G.Skill Trident Z Royal 64 GB,199.99,"4,3600","2,32",Silver,18
Corsair Vengeance RGB 32 GB,137.99,"5,6000","2,16",White / Silver,36
Patriot Viper Elite 5 RGB 96 GB,274.99,"5,6000","2,48",White,42
G.Skill Ripjaws M5 RGB 64 GB,154.99,"5,5200","2,32",Black,40
Kingston FURY Impact 32 GB,91.99,"5,5600","2,16",Black,40
Kingston FURY Beast 64 GB,207,"5,6000","2,32",White,36
G.Skill Ripjaws V 128 GB,259.99,"4,2666","4,32",Black,18
Corsair Vengeance 32 GB,159.9,"5,7000","2,16",Gray,34
G.Skill Trident Z5 RGB 32 GB,139.99,"5,7200","2,16",Silver / Black,34
Crucial CT8G4DFD824A 8 GB,20.04,"4,2400","1,8",Green,17
Kingston FURY Beast 32 GB,150.74,"4,3200","4,8",Black,16
Kingston FURY Impact 64 GB,169.99,"5,5600","2,32",Black,40
Crucial CT2K16G48C40S5 32 GB,71.06,"5,4800","2,16",Black,40
Kingston Fury Renegade RGB 96 GB,319.99,"5,6000","2,48",Silver / Black,32
Corsair Vengeance RGB Pro 32 GB,101.67,"4,3000","2,16",Black,16
Patriot Viper Elite II 16 GB,47.99,"4,4000","1,16",Red / Black,20
Kingston Server Premier 64 GB,209,"4,3200","1,64",,22
Kingston FURY Beast 8 GB,44.94,"4,3600","1,8",Black,17
Corsair Dominator Platinum RGB 16 GB,95.99,"4,3600","2,8",Black,18
Corsair Vengeance 48 GB,179.99,"5,7000","2,24",Black,40
G.Skill Trident Z5 RGB 96 GB,239.99,"5,5600","2,48",Black,40
Corsair Vengeance LPX 16 GB,51.99,"4,2933","2,8",Black / Yellow,16
G.Skill Ripjaws S5 32 GB,87.99,"5,5600","2,16",White,36
Kingston FURY Renegade 32 GB,199.99,"5,7200","2,16",White / Silver,38
Kingston KVR16N11/8 8 GB,24.36,"3,1600","1,8",Green,11
Silicon Power SP032GBSVU560F22 32 GB,74.99,"5,5600","2,16",Black,46
TEAMGROUP Xtreem 32 GB,189.99,"5,8000","2,16",Black,38
G.Skill Ripjaws S5 96 GB,239.99,"5,5600","2,48",Black,40
Corsair Vengeance RGB Pro SL 32 GB,140.99,"4,3200","2,16",Black,16
Corsair Vengeance RGB 32 GB,150.99,"5,7000","2,16",Black / Silver,40
TEAMGROUP T-Force Xtreem ARGB 16 GB,52.99,"4,3600","2,8",White,18
G.Skill Ripjaws V 32 GB,69.98,"4,2666","2,16",Red,15
TEAMGROUP T-Create Expert 48 GB,168.99,"5,7200","2,24",White,34
G.Skill Zeta R5 Neo 192 GB,1279.99,"5,6400","4,48",Black,32
Corsair Vengeance 64 GB,195.99,"5,6000","2,32",White / Gray,40
Kingston FURY Beast 32 GB,239.08,"5,6400","2,16",White,32
G.Skill Flare X5 48 GB,457.07,"5,6000","2,24",Black,30
TEAMGROUP T-Force Vulcan 64 GB,168.99,"5,6000","2,32",Red,38
Kingston FURY Beast RGB 32 GB,119.99,"5,5200","2,16",Black,36
Patriot Viper Elite II 8 GB,21.99,"4,3600","1,8",Red / Black,20
Corsair Vengeance RGB Pro 128 GB,356.54,"4,3600","4,32",Black,18
TEAMGROUP T-Force Vulcan 32 GB,89.99,"5,6400","2,16",Black,40
G.Skill Trident Z RGB 256 GB,579.99,"4,3200","8,32",Black,16
ADATA XPG GAMMIX D10 16 GB,95.17,"4,3200","2,8",Black,16
G.Skill Trident Z Royal 32 GB,99.99,"4,3200","2,16",Silver,16
Corsair Dominator Platinum RGB 32 GB,179.9,"5,6400","2,16",Black,32
PNY XLR8 Gaming EPIC-X RGB 32 GB,79.98,"4,3600","2,16",Black,18
TEAMGROUP T-Force Delta RGB 48 GB,179.99,"5,7200","2,24",White,34
Kingston FURY Beast RGB 64 GB,344.53,"5,6000","2,32",White,30
Patriot Viper Xtreme 5 RGB 32 GB,129.99,"5,7800","2,16",Black,38
Timetec PINNACLE Konduit RGB 32 GB,55.99,"4,3200","1,32",White,16
Silicon Power XPOWER Storm RGB 32 GB,99.97,"5,7200","2,16",Black,34
G.Skill Trident Z5 Neo 48 GB,219.99,"5,8000","2,24",Black,40
Corsair Vengeance RGB 64 GB,177.99,"5,5200","2,32",Gray,40
Corsair Vengeance RGB Pro 16 GB,85.99,"4,3000","2,8",Black,16
Kingston ValueRAM 8 GB,24.33,"4,3200","1,8",,22
Samsung M393A2G40EB1-CRC 16 GB,22.8,"4,2400","1,16",Black / Green,17
G.Skill TridentZ RGB 32 GB,677.52,"4,4000","2,16",Black,16
Corsair Dominator Platinum RGB 64 GB,250.99,"5,6000","2,32",Black,40
G.Skill Ripjaws X 16 GB,49.61,"3,1600","2,8",Black / Blue,9
Corsair Vengeance LPX 32 GB,109.99,"4,3600","4,8",Black / Yellow,16
TEAMGROUP T-Force DELTAα RGB 32 GB,92.49,"5,6000","2,16",White,38
Corsair Dominator Platinum RGB 32 GB,188.04,"4,3600","4,8",Black,18
TEAMGROUP T-Force Delta RGB 96 GB,345.99,"5,6800","2,48",Black,36
Corsair Vengeance RGB Pro SL 64 GB,209.99,"4,3600","4,16",Black,18
G.Skill Ripjaws S5 96 GB,184.99,"5,5200","2,48",White,40
G.Skill Trident Z Neo 128 GB,467.21,"4,3600","4,32",Black / Silver,16
Corsair Dominator Platinum RGB 32 GB,194.72,"5,5600","2,16",Black,36
Corsair CMV4GX4M1A2133C15 4 GB,18.78,"4,2133","1,4",Black,15
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,199.99,"5,5600","2,32",Black,28
Crucial CT4G4DFS8213 4 GB,17.55,"4,2133","1,4",Black / Green,15
TEAMGROUP T-Force Delta RGB 16 GB,47.99,"5,5200","2,8",Black,40
TEAMGROUP Xtreem ARGB 48 GB,186.99,"5,7200","2,24",Black,34
Patriot Viper Steel 16 GB,80.75,"4,3733","2,8",Silver / Black,17
ADATA XPG Lancer Blade 16 GB,73.26,"5,6000","1,16",Black,30
Corsair ValueSelect 8 GB,45.98,"4,2666","1,8",Black / Yellow,18
Crucial CT16G56C46S5 16 GB,40.99,"5,5600","1,16",Black,46
Corsair Vengeance 32 GB,124.9,"5,6800","2,16",Black,40
G.Skill Ripjaws V 16 GB,39.99,"4,2666","2,8",Black / Red,15
Kingston FURY Beast 16 GB,68.98,"5,6000","1,16",Black,30
Corsair Vengeance LPX 16 GB,62.99,"4,2666","1,16",Black / Yellow,16
OLOy MD4U082417BBSA 8 GB,19.98,"4,2400","1,8",Red / Black,17
G.Skill Trident Z5 RGB 64 GB,204.99,"5,6000","2,32",Black,32
TEAMGROUP T-Force Vulcan 32 GB,82.99,"5,6000","2,16",Red,38
Corsair Dominator Platinum RGB 64 GB,210.99,"5,5200","2,32",White,40
Kingston FURY Beast RGB 8 GB,44.99,"5,6000","1,8",Black,30
G.Skill Trident Z5 Neo RGB 256 GB,809.99,"5,6000","4,64",Black,36
Corsair Vengeance RGB 32 GB,136.99,"5,6600","2,16",Black,38
TEAMGROUP T-Force Delta RGB 32 GB,87.99,"5,5200","2,16",Black,40
G.Skill Trident Z RGB 64 GB,159.99,"4,3200","2,32",Black,16
G.Skill Trident Z5 Neo 32 GB,99.99,"5,6000","2,16",Black,36
ADATA XPG SPECTRIX D50 16 GB,116.03,"4,3200","2,8",Black,16
G.Skill NS 2 GB,12.7,"3,1333","1,2",Green,9
G.Skill Trident Z5 RGB 32 GB,119.99,"5,6000","2,16",Black,30
TEAMGROUP T-Force Vulcan 64 GB,149.99,"5,5200","2,32",Black,40
G.Skill Ripjaws S5 96 GB,184.99,"5,5200","2,48",Black,40
Kingston Server Premier 32 GB,128.88,"4,3200","1,32",,22
Timetec PINNACLE Konduit RGB 8 GB,19.99,"4,3200","1,8",White,16
Corsair ValueSelect 4 GB,36.2,"3,1600","1,4",Black / Green,11
Mushkin Silverline 8 GB,123.14,"2,800","2,4",Gray / Silver,6
Micron MT8JTF25664AZ-1G4D1 2 GB,22.1,"3,1333","1,2",,9
G.Skill Ripjaws V 64 GB,139.99,"4,2666","2,32",Black,18
Crucial CT16G4WFD8213 16 GB,54.09,"4,2133","1,16",Green,15
