name,price,speed,modules,color,cas_latency
TEAMGROUP Elite 64 GB,160.99,"5,5600","2,32",Black,46
TEAMGROUP T-Force DELTAα RGB 32 GB,89.99,"5,5600","2,16",White,40
TEAMGROUP T-Force Xtreem ARGB 16 GB,84.99,"4,4000","2,8",Black,18
G.Skill Trident Z5 RGB 32 GB,135.61,"5,5200","2,16",Black,36
Corsair Dominator Platinum RGB 32 GB,174.44,"4,3200","4,8",Black,16
Kingston ValueRAM 1 GB,24.9,"3,1333","1,1",Green,9
Timetec PINNACLE Konduit RGB 8 GB,21.99,"4,3600","1,8",White,18
TEAMGROUP T-Force Delta RGB 64 GB,159.99,"5,5600","2,32",Black,38
Crucial CT16G48C40S5 16 GB,37.78,"5,4800","1,16",Black,40
Patriot Viper Steel 32 GB,71.99,"4,3600","1,32",Gray,18
G.Skill Ripjaws V 64 GB,246.28,"4,3600","4,16",Black,18
Corsair Vengeance RGB Pro SL 16 GB,79.08,"4,3600","2,8",Black,16
Patriot Viper Elite II 32 GB,79.98,"4,3600","1,32",Red / Black,20
TEAMGROUP T-Force Delta RGB 32 GB,112.99,"5,6800","2,16",White / Black,34
G.Skill Trident Z5 RGB 48 GB,209.99,"5,8000","2,24",Silver / Black,40
TEAMGROUP Xtreem ARGB 32 GB,199.99,"5,8000","2,16",White,38
Corsair Vengeance RGB Pro 32 GB,296,"4,3600","4,8",White,18
G.Skill Trident Z Neo 16 GB,599.87,"4,3800","2,8",Black / Silver,14
Kingston FURY Beast 32 GB,166.75,"4,3600","4,8",Black,18
Patriot Viper Elite II 16 GB,37.99,"4,2666","1,16",Red / Black,16
Patriot Viper Steel RGB 16 GB,48.99,"4,3600","1,16",Black,20
Corsair Dominator Platinum 32 GB,375.54,"3,1600","4,8",Black / Silver,7
Crucial CT16G4DFD832A 16 GB,54.99,"4,3200","1,16",Green / Black,22
Kingston ValueRAM 2 GB,17.23,"2,800","1,2",Green,6
Kingston ValueRAM 16 GB,129.99,"4,2133","2,8",Black / Green,15
TEAMGROUP Elite 16 GB,45.99,"4,3200","2,8",Black,22
Corsair Vengeance RGB RT 64 GB,182.24,"4,3200","2,32",White / Black,16
G.Skill Trident Z RGB 16 GB,48.18,"4,3200","2,8",Black,16
G.Skill Ripjaws S5 64 GB,184.99,"5,5600","2,32",White,30
G.Skill Trident Z5 Neo 32 GB,182.52,"5,5600","2,16",Black,30
G.Skill Trident Z5 Neo 32 GB,119.99,"5,6000","2,16",Black,32
Timetec 75TT21NU 8 GB,29.99,"4,2133","2,4",Black,15
TEAMGROUP T-Create Classic 64 GB,155.99,"5,5600","2,32",Black,46
Kingston FURY Beast 64 GB,247.96,"5,6000","2,32",White,30
G.Skill Trident Z RGB 16 GB,54.99,"4,3600","2,8",Black,18
Kingston FURY Renegade 16 GB,123.33,"5,8000","1,16",Silver / Black,38
Corsair Vengeance LPX 16 GB,83.72,"4,4000","2,8",Black,18
G.Skill Ripjaws V 128 GB,504.37,"4,4000","4,32",Black,18
G.Skill Value 32 GB,73.22,"4,2400","4,8",Black,15
Corsair Vengeance RGB Pro 64 GB,285.99,"4,3200","4,16",Black,16
V-Color TRA524G72S836O 192 GB,2101.99,"5,7200","8,24",Black,36
V-Color TRA564G56D436O 512 GB,3622.49,"5,5600","8,64",Black,36
Kingston ValueRAM 1 GB,12.42,"2,667","1,1",Green,5
Corsair Dominator Platinum 16 GB,423.1,"3,2400","4,4",Black / Silver,9
TEAMGROUP T-Force Delta RGB 48 GB,345.99,"5,6800","2,24",White,36
Kingston FURY Beast RGB 32 GB,163.02,"5,6400","2,16",White,32
ADATA XPG LANCER NEON RGB 32 GB,260.67,"5,8000","2,16",Black,38
Crucial CT32G4RFD424A 32 GB,58.65,"4,2400","1,32",,17
G.Skill Ripjaws S5 32 GB,109.99,"5,6600","2,16",Black,34
Patriot Viper Venom RGB 32 GB,127.99,"5,7200","2,16",Black / White,40
Corsair Vengeance RGB Pro SL 16 GB,102.99,"4,3600","2,8",Black,18
Kingston FURY Beast RGB 16 GB,74.98,"5,6000","1,16",Black,30
G.Skill Ripjaws M5 RGB 96 GB,229.99,"5,5600","2,48",White,40
Corsair Dominator Platinum RGB 32 GB,131.52,"4,3466","2,16",Black,16
Kingston FURY Renegade Pro 128 GB,744.99,"5,5600","4,32",Black,28
Kingston Fury Beast RGB Special Edition 16 GB,82.15,"4,3600","2,8",White,17
Kingston FURY Renegade 16 GB,60.93,"5,6800","1,16",White / Silver,36
Corsair Vengeance RGB Pro 16 GB,101.98,"4,4000","2,8",Black,18
Kingston KVR16N11K2/16 16 GB,64.98,"3,1600","2,8",Green,11
Corsair Vengeance RGB Pro 16 GB,103.99,"4,3600","2,8",White,18
Kingston FURY Renegade 32 GB,190.8,"5,7200","2,16",Silver / Black,38
Crucial Ballistix Sport 4 GB,29,"3,1600","1,4",Black / Silver,9
G.Skill Trident Z 32 GB,114.99,"5,6400","2,16",Black,32
Corsair Vengeance RGB RS 8 GB,50.99,"4,3600","1,8",Black,18
Corsair Vengeance RGB Pro SL 64 GB,156.13,"4,3200","4,16",White,16
Corsair Vengeance RGB Pro 32 GB,105.32,"4,2933","2,16",Black,16
Crucial CT2K8G56C46S5 16 GB,43.99,"5,5600","2,8",Black,46
Corsair ValueSelect 32 GB,67.42,"4,2666","1,32",Black,18
Kingston FURY Beast 16 GB,73.68,"5,6000","1,16",White,30
G.Skill Trident Z 16 GB,179,"4,4400","2,8",Black,19
ADATA XPG Lancer Blade RGB 32 GB,237.67,"5,6000","1,32",Black,30
Corsair Vengeance RGB 32 GB,190.65,"5,5200","2,16",Black / Gray,40
Corsair Vengeance 16 GB,56.99,"5,4800","2,8",Black / White,40
G.Skill Sniper 16 GB,199,"3,1866","2,8",Black / Red,9
PNY Performance 32 GB,88.49,"4,3200","1,32",Black,22
GOODRAM IRDM PRO 16 GB,91.7,"4,3600","1,16",Black,18
G.Skill Ares 32 GB,106.85,"3,2400","4,8",,11
G.Skill Trident Z5 RGB 32 GB,99.99,"5,6000","2,16",Black,36
Corsair Vengeance RGB 16 GB,54.97,"4,3200","2,8",Black,16
Kingston FURY Beast RGB 16 GB,79.14,"5,6000","1,16",White,30
G.Skill Trident Z RGB 32 GB,205,"4,3600","2,16",Black,17
Corsair Vengeance RGB Pro 16 GB,62.14,"4,3200","2,8",Black,16
Corsair Vengeance RGB 64 GB,219.99,"5,5600","2,32",Gray,36
Kingston ValueRAM 4 GB,14.99,"4,2666","1,4",Green / Black,19
Kingston FURY Beast RGB 32 GB,102.3,"5,5600","1,32",Black,40
TEAMGROUP Elite 8 GB,24.47,"3,1600","1,8",Black,11
G.Skill Trident Z Royal 32 GB,279.63,"4,3600","2,16",Gold,16
G.Skill Ripjaws X 4 GB,25.23,"3,1600","2,2",Black / Red,9
Micron MT16JTF1G64AZ-1G6E1 8 GB,24.29,"3,1600","1,8",Green,11
Kingston FURY Renegade Pro 256 GB,1685,"5,6000","8,32",Black,32
Kingston FURY Impact 16 GB,76.98,"5,6400","1,16",Black,38
Crucial CT2K16G64C52CU5 32 GB,159,"5,6400","2,16",Black,52
Corsair Dominator Platinum RGB 32 GB,173.99,"5,6000","2,16",Black,36
G.Skill Trident Z5 RGB 32 GB,114.99,"5,6000","2,16",Black,32
G.Skill Trident Z Royal 16 GB,279,"4,4600","2,8",Silver,18
Kingston KVR21R15D4/16 16 GB,29.98,"4,2133","1,16",Black / Green,15
Samsung M393A4K40CB2-CTD 32 GB,59,"4,2666","1,32",Green / Black,19
Corsair Vengeance RGB RS 16 GB,68.98,"4,3200","1,16",Black / Gray,16
Mushkin Redline Lumina 64 GB,205.75,"4,3600","2,32",White,18
Corsair Vengeance 64 GB,285.99,"5,6000","4,16",Black / Silver,36
Kingston Fury Renegade RGB 16 GB,89.99,"5,6800","1,16",Silver / Black,36
Kingston Fury Renegade RGB 32 GB,212.06,"5,7600","2,16",Silver / White,38
Kingston ValueRAM 16 GB,39.6,"4,2666","1,16",Green,19
Timetec PINNACLE Konduit 16 GB,33.99,"4,3600","2,8",Black,18
G.Skill Trident Z Royal 64 GB,266.04,"4,3600","4,16",Silver,16
Kingston FURY Beast 64 GB,365.68,"5,6000","2,32",Black,40
Patriot Viper Venom RGB 32 GB,129.99,"5,7400","2,16",Black / White,40
Corsair Vengeance RGB Pro 32 GB,628.8,"4,3200","4,8",Black,14
Kingston FURY Beast RGB 16 GB,59.99,"5,5200","1,16",Black,40
Kingston FURY 32 GB,120.77,"5,5200","2,16",White,40
Kingston Server Premier 32 GB,134.55,"4,3200","1,32",,22
Lexar Ares RGB 16 GB,75.97,"4,4000","2,8",White,18
Corsair Dominator Platinum RGB 16 GB,87.92,"4,3200","2,8",White,16
Corsair Vengeance RGB RS 8 GB,41.99,"4,3200","1,8",Black / Gray,16
Kingston FURY Renegade 32 GB,149.9,"5,6800","2,16",Silver / White,36
Crucial CT2K16G4DFD8213 32 GB,83,"4,2133","2,16",Black / Green,15
G.Skill Trident Z Royal 64 GB,478.1,"4,3200","4,16",Silver,16
V-Color TRA532G72D834Q 128 GB,1295.99,"5,7200","4,32",White,34
G.Skill Value 8 GB,21.24,"3,1600","1,8",Black,11
Thermaltake TOUGHRAM RGB 16 GB,113.3,"4,3600","2,8",Black / Silver,18
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,129.98,"4,3200","2,8",Black,16
Kingston FURY Impact 32 GB,140.53,"4,3200","2,16",Black,20
Crucial CT32G56C46S5 32 GB,114.25,"5,5600","1,32",Black,46
G.Skill Trident Z5 RGB 32 GB,119.99,"5,6400","2,16",Black,32
G.Skill Ripjaws S5 32 GB,260.01,"5,5600","2,16",White,28
Kingston FURY Renegade 32 GB,229.59,"5,8000","2,16",Silver / White,38
Patriot Viper Steel RGB 32 GB,87.99,"4,3600","1,32",Black,20
Crucial CT2K16G52C42U5 32 GB,95.99,"5,5200","2,16",Black,42
Corsair Vengeance 64 GB,241.27,"5,5600","4,16",Gray,36
Patriot Signature 8 GB,100.8,"3,1333","1,8",Green,9
G.Skill Value 16 GB,35.18,"3,1333","2,8",Black,9
TEAMGROUP T-Force Vulcan Z 16 GB,79.48,"4,3600","1,16",Gray / Black,18
ADATA XPG GAMMIX D10 16 GB,138.57,"4,3600","2,8",Black,18
Kingston FURY Renegade Pro 32 GB,207.44,"5,5600","1,32",Black,36
G.Skill Ripjaws S5 48 GB,104.99,"5,5200","2,24",White,40
Corsair Vengeance RGB RT 64 GB,151.99,"4,3200","2,32",Black,16
TEAMGROUP Xtreem 32 GB,189.99,"5,8000","2,16",White,38
Kingston FURY Beast RGB 16 GB,84.18,"5,6400","1,16",Black,32
Kingston FURY Renegade 16 GB,392.38,"4,4800","2,8",Black,19
Corsair Vengeance LPX 8 GB,33.88,"4,2666","2,4",Red,15
Kingston FURY 16 GB,60.78,"5,5600","1,16",White,40
PNY XLR8 Gaming MAKO RGB 32 GB,160.47,"5,6400","2,16",Black,40
Patriot Signature Line 8 GB,27.99,"4,2666","1,8",Green,19
Kingston ValueRAM 1 GB,11.95,"2,667","1,1",Green,5
Corsair ValueSelect 4 GB,14.99,"4,2400","1,4",Black,16
G.Skill Trident Z RGB 16 GB,199,"4,4400","2,8",Black,18
Kingston Fury Renegade RGB 48 GB,339.58,"5,6400","2,24",Silver / Black,32
G.Skill Ripjaws X 16 GB,155.47,"3,1600","4,4",Black / Blue,9
Kingston KCP421ND8/16 16 GB,47.64,"4,2133","1,16",Green / Black,15
TEAMGROUP Xtreem ARGB 32 GB,139.99,"5,7200","2,16",White,34
Corsair Dominator Platinum RGB 16 GB,215.62,"4,4000","2,8",Black,16
Samsung M393A4K40BB1-CRC 32 GB,64.98,"4,2400","1,32",Green,17
Kingston Fury Renegade RGB 16 GB,100.27,"5,6400","1,16",Silver / Black,32
Crucial CT2K16G4DFRA266 32 GB,86.99,"4,2666","2,16",Green,19
TEAMGROUP Xtreem ARGB 48 GB,229.99,"5,7600","2,24",Black,36
Kingston KVR16R11D4K4/64 64 GB,114.36,"3,1600","4,16",Green,11
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5600","2,32",Black,40
G.Skill Value 4 GB,14.41,"3,1333","1,4",Green,9
Corsair Vengeance RGB 48 GB,147.99,"5,5600","2,24",Black,40
Mushkin Enhanced Essentials 32 GB,137.41,"4,3200","2,16",Black,22
G.Skill Sniper X 16 GB,53.22,"4,3200","2,8",Black / White,16
Kingston FURY Renegade 48 GB,255.27,"5,7200","2,24",Silver / Black,38
Kingston KVR16LN11K2/8 8 GB,62.36,"3,1600","2,4",Black / Green,11
ADATA XPG GAMMIX D20 32 GB,140.94,"4,3200","2,16",Black,16
G.Skill Trident Z5 RGB 32 GB,121.59,"5,5600","2,16",Black,40
Corsair Dominator Platinum RGB 64 GB,380.03,"5,5200","2,32",Gray / Black,40
Kingston FURY 64 GB,316.12,"5,5600","4,16",White,40
G.Skill Ripjaws 32 GB,94.99,"5,5600","2,16",Black / White,40
G.Skill Ripjaws 16 GB,32.99,"3,1600","2,8",Black / Red,9
Patriot Viper Venom RGB 32 GB,173.03,"5,7000","2,16",Black / White,40
Corsair Vengeance RGB Pro 32 GB,144.99,"4,3600","4,8",Black,16
Corsair Dominator Platinum RGB 32 GB,143.99,"5,5600","2,16",Gray / Black,36
TEAMGROUP Xtreem 48 GB,215.99,"5,8000","2,24",White,38
Corsair Dominator Platinum RGB 32 GB,129.99,"5,5200","2,16",Gray / Black,40
G.Skill Ripjaws M5 RGB 96 GB,239.99,"5,5600","2,48",Black,40
Corsair Vengeance RGB Pro 16 GB,82.99,"4,2666","2,8",White,16
Corsair Vengeance RGB 32 GB,144.99,"5,6000","2,16",White,30
Corsair Vengeance RGB Pro 16 GB,80.67,"4,3600","2,8",Black,16
Kingston FURY Beast RGB 32 GB,95.65,"5,5200","1,32",Black,40
Kingston FURY Renegade 64 GB,188.41,"4,3200","2,32",Black,16
Kingston KVR16N11H/8 8 GB,15,"3,1600","1,8",Green,11
G.Skill Ripjaws V 32 GB,229.99,"4,3600","4,8",Black,18
Kingston FURY Beast 16 GB,130.51,"5,4800","1,16",Black / Silver,38
Kingston FURY Beast 64 GB,331.52,"4,3200","4,16",Black,16
Patriot Viper Steel RGB 8 GB,24.99,"4,3600","1,8",Black,20
ADATA XPG CASTER RGB 16 GB,83.47,"5,6400","1,16",Black / Silver,40
Kingston FURY Beast 16 GB,95.99,"5,6000","1,16",Black / Silver,40
Patriot Signature Line 32 GB,79.98,"4,3200","1,32",,22
G.Skill Ripjaws V 256 GB,754.74,"4,3200","8,32",Black,16
Crucial Classic 8 GB,27.98,"5,5200","1,8",Black,42
Kingston Fury Renegade RGB 32 GB,214.41,"5,7600","2,16",Silver / Black,38
Kingston FURY Beast RGB 32 GB,150.83,"5,6400","1,32",Black,32
G.Skill Ripjaws 32 GB,77.98,"4,3200","2,16",Black,22
G.Skill Ripjaws 32 GB,64.98,"4,2666","2,16",Black,18
Crucial CT2K32G48C40S5 64 GB,164.96,"5,4800","2,32",Black,40
Kingston FURY Impact 16 GB,54.75,"5,5600","1,16",Black,40
Crucial CT2K16G3ERSLD4160B 32 GB,109.97,"3,1600","2,16",Green,11
G.Skill Trident Z5 RGB 48 GB,174.99,"5,7200","2,24",Silver / Black,36
Mushkin Enhanced Redline 64 GB,189.99,"5,5600","2,32",Black,28
G.Skill Trident Z5 RGB 32 GB,130.98,"5,6800","2,16",Silver / Black,34
ADATA XPG SPECTRIX D35G RGB 64 GB,189.99,"4,3200","2,32",Black,16
Kingston Fury Renegade RGB 32 GB,202.32,"5,7200","2,16",Silver / Black,38
Corsair Vengeance LPX 32 GB,291.81,"4,3200","2,16",Black / Yellow,16
G.Skill Trident Z Royal 32 GB,162.78,"4,3600","2,16",Silver,18
G.Skill Ripjaws S5 64 GB,364.89,"5,5200","2,32",White,36
G.Skill Sniper 8 GB,38.72,"3,2400","2,4",Black / Red,11
TEAMGROUP T-Force Vulcan 32 GB,79.99,"5,5200","2,16",Red,40
Crucial CT32G4RFD4293 32 GB,63.23,"4,2933","1,32",Green / Black,21
Kingston FURY Renegade 16 GB,95.12,"5,7200","1,16",Silver / White,38
G.Skill Ripjaws Z 32 GB,117.07,"3,1866","4,8",Black / Red,10
G.Skill Aegis 4 GB,19,"4,2400","1,4",Black / Red,15
Crucial CT4K16G4DFD824A 64 GB,199.99,"4,2400","4,16",Green / Black,17
Corsair Vengeance 64 GB,202.99,"5,5600","2,32",Black / Gray,36
Corsair Dominator Titanium First Edition 48 GB,273.99,"5,7200","2,24",White,36
Corsair Vengeance RGB Pro 16 GB,105.99,"4,3200","2,8",Black,16
G.Skill Ripjaws S5 32 GB,235.91,"5,5200","2,16",Black,36
Kingston FURY Beast RGB 16 GB,180.35,"5,6000","2,8",Black,40
ADATA XPG SPECTRIX D50 32 GB,202.34,"4,3200","2,16",Black,16
Kingston Fury Renegade RGB 32 GB,232.82,"5,8000","2,16",Silver / White,38
Kingston ValueRAM 16 GB,41.6,"4,2666","1,16",Green,19
Kingston FURY Beast RGB 32 GB,134.99,"5,6000","1,32",Black,30
Kingston Fury Renegade RGB 48 GB,182.32,"5,6000","1,48",Silver / Black,32
Crucial CT2K8G4SFS832A 16 GB,54.99,"4,3200","2,8",Green / Black,22
Crucial CT32G52C42U5 32 GB,85.45,"5,5200","1,32",Black,42
Corsair Vengeance 32 GB,120.5,"5,6000","2,16",White / Gray,36
G.Skill Ripjaws Z 32 GB,137.07,"3,2400","4,8",,11
G.Skill Ripjaws V 32 GB,75.81,"4,2666","4,8",Red / Black,19
TEAMGROUP T-Force Xtreem ARGB 32 GB,128.38,"4,3200","2,16",White,16
Corsair CMV16GX3M2A1333C9 16 GB,49.79,"3,1333","2,8",Green,9
G.Skill Trident Z Neo 64 GB,173.58,"4,3200","4,16",Silver / Black,16
Corsair Vengeance LPX 8 GB,47.62,"4,2400","1,8",Red,16
Corsair ValueSelect 16 GB,69.98,"4,2666","1,16",Black,18
G.Skill Trident Z5 32 GB,92.99,"5,5600","2,16",Silver / Black,36
Crucial CT51264BD160B 4 GB,12.99,"3,1600","1,4",Green,11
Kingston Fury Renegade RGB 32 GB,167,"5,6800","2,16",Silver / Black,36
Kingston FURY 64 GB,211,"5,5600","2,32",White,40
Kingston FURY Renegade Pro 128 GB,1129,"5,6800","4,32",Black,34
ADATA XPG SPECTRIX D35G RGB 32 GB,91.29,"4,3600","1,32",Black,18
Kingston Fury Renegade RGB 16 GB,99.99,"4,3200","2,8",Black,16
Kingston Fury Renegade RGB 16 GB,120,"4,3600","2,8",Black,16
TEAMGROUP T-Force Vulcan 16 GB,85.58,"5,5200","1,16",Black,40
Kingston FURY Beast RGB 32 GB,129.99,"5,6000","1,32",Black,36
TEAMGROUP Elite 16 GB,44.99,"4,3200","1,16",Black,22
Silicon Power SP064GBSVU560F22 64 GB,145.99,"5,5600","2,32",Black,46
G.Skill Trident Z 32 GB,114.99,"5,6400","2,16",White / Black,32
TEAMGROUP Elite Plus 32 GB,114.23,"5,4800","2,16",Black,40
Corsair Vengeance RGB Pro SL 128 GB,368.04,"4,3200","4,32",Black,16
Corsair Vengeance RGB RT 64 GB,204.99,"4,3200","4,16",Black,16
G.Skill Trident Z5 64 GB,199.99,"5,6000","2,32",Silver / Black,32
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,"4,4600","2,8",White / Silver,19
G.Skill Trident Z5 RGB 32 GB,114.99,"5,6000","2,16",White / Black,32
Corsair Vengeance RGB Pro 16 GB,58.99,"4,2933","2,8",Black,16
G.Skill Ripjaws S5 64 GB,256.41,"5,5200","2,32",Black,36
TEAMGROUP T-Force Dark 16 GB,159,"4,2400","2,8",Red / Black,14
Kingston FURY Beast 128 GB,429.99,"4,3600","4,32",Black,18
Kingston FURY Beast RGB 16 GB,85.21,"5,6400","1,16",White,32
Patriot Viper Elite II 64 GB,163.99,"4,3200","2,32",Red / Black,18
Corsair Dominator Platinum 8 GB,270.86,"3,2800","2,4",Black / Silver,12
G.Skill Trident Z Royal 128 GB,369.99,"4,3600","4,32",Silver,18
Corsair Dominator Platinum RGB 32 GB,172.99,"5,6400","2,16",Black,38
G.Skill Trident Z RGB 64 GB,232.57,"4,2400","8,8",,15
Corsair XMS3 4 GB,35.79,"3,1333","1,4",Black / White,9
Corsair Vengeance 8 GB,50.99,"3,1600","2,4",Black / Yellow,9
Corsair Vengeance RGB Pro SL 32 GB,167.99,"4,3200","4,8",White / Black,16
Kingston FURY Renegade Pro 128 GB,724.99,"5,4800","4,32",Black,36
Corsair Vengeance 16 GB,129.4,"3,1600","4,4",Black / Blue,9
Corsair Vengeance LPX 16 GB,125,"4,3200","2,8",Black,16
V-Color TRA532G72D834O 256 GB,2979.99,"5,7200","8,32",Black,34
Mushkin Redline 64 GB,197.71,"4,3200","2,32",,16
TEAMGROUP Elite 8 GB,28.99,"4,3200","1,8",Black,22
Corsair Vengeance RGB Pro 128 GB,345.54,"4,3000","4,32",Black,16
G.Skill Zeta R5 Neo 128 GB,759.99,"5,6000","4,32",Black,30
Corsair Vengeance RGB Pro 16 GB,74.98,"4,3600","2,8",Black,18
G.Skill Trident Z Royal 16 GB,169,"4,4000","2,8",Silver,15
Corsair Dominator Platinum RGB 32 GB,176.06,"4,3200","4,8",White,16
Corsair Dominator Platinum RGB 32 GB,200.99,"5,7000","2,16",Black,34
Kingston FURY Renegade 32 GB,139.99,"5,6400","2,16",Silver / White,32
G.Skill Ripjaws S5 32 GB,196.09,"5,5200","2,16",White,36
TEAMGROUP T-Force Vulcan 32 GB,84.99,"5,5600","2,16",Black,38
G.Skill Ripjaws 16 GB,59.68,"3,1066","4,4",Black / Red,7
G.Skill Ripjaws X 16 GB,56.56,"3,1866","2,8",Black / Red,10
Thermaltake TOUGHRAM XG RGB 16 GB,224.98,"4,4600","2,8",Black / Silver,19
Timetec PINNACLE Konduit 32 GB,69.99,"4,3200","1,32",Black,16
TEAMGROUP T-Force Vulcan 64 GB,149.99,"5,5200","2,32",Red,40
G.Skill F3-12800CL9S-2GBSQ 2 GB,13.68,"3,1600","1,2",Green,9
G.Skill Ares 16 GB,42.99,"3,1600","2,8",Blue,9
Crucial CT2K8G4DFS832A 16 GB,64.48,"4,3200","2,8",Green / Black,22
Silicon Power SP016GBLVU560F02 16 GB,54.45,"5,5600","1,16",Black,46
Patriot Signature Line 4 GB,21.49,"4,2400","1,4",Black / Green,16
G.Skill Aegis 16 GB,60.3,"4,3000","1,16",Red / Black,16
Silicon Power SP008GBLFU266B02 8 GB,22.51,"4,2666","1,8",,19
G.Skill Ripjaws 16 GB,34,"4,2400","1,16",Black / Blue,16
Patriot Signature Line 16 GB,37.99,"5,4800","1,16",Black,46
Crucial CT32G52C42S5 32 GB,99.99,"5,5200","1,32",Black,42
Kingston Fury Renegade RGB 24 GB,210.88,"5,7200","1,24",Silver / Black,38
G.Skill Ripjaws S5 32 GB,104.99,"5,6000","2,16",White,32
Kingston FURY Beast 16 GB,120.93,"5,6400","1,16",White,32
Corsair Vengeance LPX 32 GB,172.99,"4,3200","4,8",Black / Yellow,16
TEAMGROUP Elite 64 GB,159.99,"4,3200","2,32",Black,22
G.Skill Trident Z Royal 64 GB,263.37,"4,3600","2,32",Silver,16
TEAMGROUP Elite Plus 32 GB,78.98,"5,4800","1,32",Silver,40
G.Skill Trident Z5 Neo RGB 32 GB,187.07,"5,5600","2,16",Black,30
Kingston Fury Renegade RGB 24 GB,128.76,"5,6400","1,24",Silver / Black,32
Crucial CT3KIT51264BA160B 12 GB,36.97,"3,1600","3,4",Black / Green,11
Kingston KCP426NS8/8 8 GB,28.49,"4,2666","1,8",Green / Black,19
Crucial CT2K16G4RFS4266 32 GB,94.99,"4,2666","2,16",Green / Black,19
G.Skill Trident Z Neo 64 GB,421,"4,3600","4,16",Silver / Black,18
Mushkin Enhanced Redline Stiletto 16 GB,43.9,"4,3200","2,8",Black,16
G.Skill Value 8 GB,38.92,"4,2400","1,8",Black,17
Corsair Vengeance RGB 32 GB,119.99,"5,5600","2,16",Black / Gray,36
Corsair Vengeance LP 16 GB,77.98,"3,1600","2,8",Black / Yellow,9
Kingston KVR21L15Q4/32 32 GB,179.93,"4,2133","1,32",Black / Green,15
G.Skill Aegis 8 GB,32.4,"4,2400","2,4",Black / Red,15
Crucial CT2K8G4DFS8213 16 GB,99.98,"4,2133","2,8",Black / Green,15
Corsair Vengeance RGB Pro SL 32 GB,167.99,"4,3200","4,8",Black,16
Kingston FURY Beast 16 GB,76.22,"4,3733","1,16",Black,19
TEAMGROUP Elite 16 GB,42.99,"5,5600","1,16",Black,46
Kingston FURY Impact 16 GB,67.97,"5,6000","1,16",Black,38
Mushkin Redline ST 32 GB,114.99,"5,6400","2,16",Black,32
Corsair Vengeance RGB Pro SL 64 GB,181.65,"4,3200","2,32",Black,16
Kingston Server Premier 8 GB,38.97,"4,2666","1,8",,19
Kingston FURY 64 GB,201.71,"5,5200","2,32",White,40
TEAMGROUP T-Force Delta RGB 48 GB,209.99,"5,7600","2,24",Black,36
Corsair Vengeance LPX 32 GB,157.99,"4,4000","4,8",Black / Yellow,19
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,179.93,"4,3200","1,32",Green,22
Patriot Viper Steel RGB 16 GB,46.99,"4,3200","1,16",Black,18
Crucial CT2K16G4DFD832A 32 GB,104.99,"4,3200","2,16",Green / Black,22
Thermaltake TOUGHRAM XG RGB 64 GB,554.98,"4,4000","2,32",Black / Silver,19
Kingston Fury Renegade RGB 16 GB,125.99,"5,8000","1,16",Silver / Black,38
TEAMGROUP T-Force Delta RGB Eco 32 GB,107.99,"5,6400","2,16",Silver,32
G.Skill Ripjaws X 32 GB,120.3,"3,2133","4,8",Black / Blue,10
Kingston FURY Renegade 32 GB,99.99,"4,3200","1,32",Black,16
Patriot Signature Line 16 GB,41.99,"4,3200","1,16",,22
Kingston FURY Renegade Pro 128 GB,936,"5,6400","4,32",Black,32
Kingston FURY Beast RGB 32 GB,216.51,"5,6000","2,16",Black,30
Corsair Dominator 8 GB,185,"3,1600","4,2",Black / Blue,8
Crucial CT2KIT51264BA160B 8 GB,31.2,"3,1600","2,4",Green,11
Crucial CT2KIT204864BF160B 32 GB,299.79,"3,1600","2,16",Black / Green,11
Kingston KSM26ED8/32ME 32 GB,148.88,"4,2666","1,32",Green,19
Corsair Dominator Platinum RGB 32 GB,148.99,"5,5600","2,16",Black / Silver,36
V-Color TRA524G80S840R3Q 96 GB,1391.99,"5,8000","4,24",White,40
G.Skill NS 4 GB,20.44,"3,1333","2,2",Green,9
Crucial Ballistix Sport 8 GB,37.9,"3,1600","2,4",Black / Silver,9
Kingston KVR16N11/2 2 GB,24.53,"3,1600","1,2",Green,11
G.Skill Trident Z Royal 32 GB,269,"4,3200","4,8",Gold,16
G.Skill Trident Z Royal Elite 64 GB,352.43,"4,3600","4,16",Gold,16
G.Skill Ripjaws V 32 GB,144.59,"4,2666","1,32",Black,19
TEAMGROUP T-Force Vulcan Z 32 GB,154.69,"4,3600","1,32",Gray,18
Kingston FURY Beast RGB 8 GB,105.9,"5,5600","1,8",Black,40
Crucial CT16G4DFRA266 16 GB,36.47,"4,2666","1,16",Green,19
Kingston FURY Impact 32 GB,99.99,"5,5600","1,32",Black,40
Kingston FURY Impact 16 GB,60,"4,3200","2,8",Black,20
G.Skill Ripjaws 64 GB,204.99,"5,5600","2,32",Black,40
G.Skill Trident Z5 RGB 32 GB,174.23,"5,5600","2,16",White / Black,30
Kingston FURY Impact 16 GB,60.73,"4,3200","1,16",Black,20
G.Skill Trident Z RGB 64 GB,300.94,"4,3600","2,32",Black,16
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5600","2,32",Black,40
Kingston FURY Renegade 32 GB,177.09,"5,6800","2,16",White / Silver,36
